datetime,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm
2024-01-01 00:00:00,3.3,82,0.0,0.0,0.0,0.0,0,1013.1,963.4,0,0,0,0,13.2,235,29.2,1.3,0.403
2024-01-01 01:00:00,3.6,80,0.0,0.0,0.0,0.0,1,1013.1,963.5,47,0,0,47,14.4,238,32.0,1.4,0.402
2024-01-01 02:00:00,2.9,83,0.0,0.0,0.0,0.0,3,1013.8,964.0,93,0,91,92,9.7,228,23.8,2.6,0.399
2024-01-01 03:00:00,4.0,75,0.0,0.0,0.0,0.0,3,1013.7,964.1,98,0,98,0,14.0,241,29.9,2.4,0.398
2024-01-01 04:00:00,4.3,75,0.0,0.0,0.0,0.0,1,1014.2,964.6,47,4,45,0,17.5,251,36.7,2.4,0.397
2024-01-01 05:00:00,4.0,79,0.2,0.2,0.0,0.0,51,1014.3,964.7,36,14,34,0,18.2,245,38.9,2.5,0.397
2024-01-01 06:00:00,4.0,77,0.0,0.0,0.0,0.0,1,1014.3,964.7,20,3,19,0,17.1,240,38.5,2.5,0.396
2024-01-01 07:00:00,4.1,75,0.0,0.0,0.0,0.0,0,1014.6,965.0,2,1,2,0,18.1,235,38.2,2.5,0.395
2024-01-01 08:00:00,3.8,74,0.0,0.0,0.0,0.0,1,1015.2,965.5,42,0,4,39,15.9,232,38.2,2.4,0.394
2024-01-01 09:00:00,4.2,72,0.0,0.0,0.0,0.0,3,1015.7,966.0,100,0,4,100,14.5,228,34.2,2.4,0.393
2024-01-01 10:00:00,5.4,69,0.0,0.0,0.0,0.0,3,1015.8,966.3,100,0,17,99,13.7,225,31.7,3.0,0.392
2024-01-01 11:00:00,6.5,63,0.0,0.0,0.0,0.0,3,1016.0,966.7,97,0,2,97,11.0,218,30.2,3.8,0.391
2024-01-01 12:00:00,7.4,63,0.0,0.0,0.0,0.0,3,1015.6,966.5,99,0,38,98,9.9,213,24.8,4.8,0.39
2024-01-01 13:00:00,7.9,61,0.0,0.0,0.0,0.0,3,1015.2,966.2,99,2,29,99,10.0,232,24.1,5.5,0.389
2024-01-01 14:00:00,7.7,63,0.1,0.1,0.0,0.0,51,1015.7,966.6,100,13,99,98,14.6,254,38.2,6.2,0.389
2024-01-01 15:00:00,7.0,70,0.0,0.0,0.0,0.0,3,1015.6,966.4,100,13,97,100,11.5,250,30.2,5.9,0.388
2024-01-01 16:00:00,6.6,72,0.0,0.0,0.0,0.0,3,1015.8,966.5,98,34,93,74,10.8,240,24.8,5.6,0.388
2024-01-01 17:00:00,5.9,76,0.1,0.1,0.0,0.0,51,1016.5,967.1,80,19,77,3,9.6,236,23.4,5.2,0.388
2024-01-01 18:00:00,4.0,85,0.0,0.0,0.0,0.0,2,1017.1,967.3,73,6,50,43,7.2,217,21.6,4.4,0.387
2024-01-01 19:00:00,2.8,87,0.0,0.0,0.0,0.0,3,1017.4,967.4,100,1,4,100,6.4,207,17.3,3.7,0.387
2024-01-01 20:00:00,2.0,89,0.0,0.0,0.0,0.0,3,1017.0,966.9,100,0,0,100,7.1,195,16.2,3.0,0.386
2024-01-01 21:00:00,1.3,91,0.0,0.0,0.0,0.0,3,1017.0,966.8,100,0,10,100,7.2,198,16.2,2.4,0.386
2024-01-01 22:00:00,1.1,94,0.0,0.0,0.0,0.0,3,1016.2,966.0,100,7,48,100,6.1,180,15.8,2.1,0.385
2024-01-01 23:00:00,0.6,97,0.0,0.0,0.0,0.0,3,1015.7,965.4,100,2,0,100,5.8,180,14.0,1.8,0.385
2024-01-02 00:00:00,0.4,100,0.0,0.0,0.0,0.0,3,1015.4,965.1,100,4,5,100,5.4,176,13.7,1.6,0.384
2024-01-02 01:00:00,0.8,99,0.0,0.0,0.0,0.0,3,1014.7,964.5,100,5,92,100,5.8,173,15.8,1.5,0.384
2024-01-02 02:00:00,0.6,94,0.0,0.0,0.0,0.0,3,1014.4,964.2,100,0,98,100,6.1,183,17.3,1.9,0.383
2024-01-02 03:00:00,0.8,93,0.0,0.0,0.0,0.0,3,1013.6,963.4,100,0,100,100,5.2,196,15.8,1.8,0.382
2024-01-02 04:00:00,1.5,92,0.0,0.0,0.0,0.0,3,1013.4,963.4,100,0,100,100,4.3,204,15.1,1.9,0.382
2024-01-02 05:00:00,2.7,82,0.1,0.1,0.0,0.0,51,1012.6,962.8,100,2,100,100,8.3,185,20.2,2.1,0.383
2024-01-02 06:00:00,3.1,78,0.1,0.1,0.0,0.0,51,1011.3,961.7,100,10,100,100,7.7,191,21.6,2.3,0.383
2024-01-02 07:00:00,3.1,80,0.1,0.1,0.0,0.0,51,1010.9,961.3,100,11,100,100,4.8,222,19.4,2.4,0.383
2024-01-02 08:00:00,3.9,77,0.1,0.1,0.0,0.0,51,1011.0,961.5,100,25,100,100,7.6,211,19.1,2.6,0.383
2024-01-02 09:00:00,4.6,76,0.1,0.1,0.0,0.0,51,1010.8,961.4,100,14,100,100,11.4,208,26.6,2.8,0.383
2024-01-02 10:00:00,5.6,75,0.0,0.0,0.0,0.0,3,1010.4,961.2,100,5,100,100,11.2,225,26.6,3.2,0.383
2024-01-02 11:00:00,6.5,76,0.0,0.0,0.0,0.0,3,1010.4,961.4,100,16,100,100,16.6,222,35.6,3.7,0.383
2024-01-02 12:00:00,7.4,74,0.1,0.1,0.0,0.0,51,1009.6,960.8,100,6,100,100,16.1,219,37.8,4.4,0.383
2024-01-02 13:00:00,7.2,75,0.0,0.0,0.0,0.0,3,1008.8,960.0,100,7,100,100,11.7,214,34.9,4.6,0.383
2024-01-02 14:00:00,8.0,81,0.2,0.2,0.0,0.0,51,1008.1,959.5,100,7,100,100,14.8,225,33.5,6.3,0.384
2024-01-02 15:00:00,7.7,84,0.3,0.3,0.0,0.0,51,1007.1,958.5,100,6,100,100,17.8,222,38.9,6.0,0.387
2024-01-02 16:00:00,7.6,84,0.6,0.6,0.0,0.0,53,1006.9,958.2,100,12,100,100,15.3,221,39.2,5.9,0.393
2024-01-02 17:00:00,7.6,85,0.8,0.8,0.0,0.0,53,1006.8,958.2,100,20,100,100,18.3,225,40.3,5.7,0.402
2024-01-02 18:00:00,7.7,84,0.9,0.9,0.0,0.0,53,1006.1,957.5,100,34,100,100,16.3,221,41.4,5.7,0.411
2024-01-02 19:00:00,7.1,85,1.0,1.0,0.0,0.0,55,1004.9,956.3,100,9,100,86,9.4,203,36.4,5.6,0.419
2024-01-02 20:00:00,6.4,86,0.2,0.2,0.0,0.0,51,1003.8,955.1,100,2,100,100,5.7,198,23.0,5.4,0.416
2024-01-02 21:00:00,6.1,87,0.2,0.2,0.0,0.0,51,1003.6,954.9,100,12,100,100,5.1,219,18.0,5.2,0.415
2024-01-02 22:00:00,6.6,86,0.3,0.3,0.0,0.0,51,1004.1,955.4,100,23,100,100,6.9,223,19.4,5.1,0.414
2024-01-02 23:00:00,8.1,80,0.0,0.0,0.0,0.0,3,1004.6,956.1,100,29,100,0,17.3,222,37.4,5.3,0.411
2024-01-03 00:00:00,9.0,77,0.0,0.0,0.0,0.0,2,1004.6,956.3,65,36,55,0,18.8,227,41.4,5.7,0.409
2024-01-03 01:00:00,9.9,72,0.7,0.7,0.0,0.0,53,1004.5,956.3,54,22,51,0,26.2,233,54.0,5.9,0.414
2024-01-03 02:00:00,9.3,77,0.0,0.0,0.0,0.0,0,1005.3,957.0,15,6,10,0,29.6,246,60.5,6.6,0.421
2024-01-03 03:00:00,9.2,75,0.0,0.0,0.0,0.0,1,1005.5,957.2,27,3,27,0,24.5,234,60.8,6.5,0.417
2024-01-03 04:00:00,9.3,70,0.0,0.0,0.0,0.0,2,1005.0,956.7,51,0,51,0,19.8,233,51.8,6.4,0.414
2024-01-03 05:00:00,8.7,71,0.0,0.0,0.0,0.0,1,1004.8,956.4,40,21,28,0,18.4,235,42.5,6.2,0.411
2024-01-03 06:00:00,8.8,73,0.0,0.0,0.0,0.0,1,1005.2,956.8,28,23,17,0,29.8,250,61.6,6.2,0.409
2024-01-03 07:00:00,9.1,70,0.0,0.0,0.0,0.0,0,1005.9,957.5,7,5,2,0,29.7,251,63.0,6.3,0.407
2024-01-03 08:00:00,8.8,66,0.0,0.0,0.0,0.0,0,1006.6,958.2,14,13,2,0,25.9,245,61.6,6.3,0.406
2024-01-03 09:00:00,9.0,64,0.0,0.0,0.0,0.0,2,1006.9,958.5,60,1,59,2,24.7,241,54.0,6.3,0.404
2024-01-03 10:00:00,10.4,55,0.0,0.0,0.0,0.0,2,1006.7,958.5,56,35,32,0,25.3,237,54.4,6.7,0.403
2024-01-03 11:00:00,11.3,51,0.0,0.0,0.0,0.0,3,1006.6,958.6,92,66,84,0,23.1,233,52.9,7.3,0.401
2024-01-03 12:00:00,12.0,51,0.0,0.0,0.0,0.0,3,1006.2,958.3,97,88,96,0,20.0,232,48.6,7.9,0.4
2024-01-03 13:00:00,12.3,52,0.0,0.0,0.0,0.0,3,1005.9,958.1,81,77,60,0,20.9,246,45.7,8.5,0.398
2024-01-03 14:00:00,12.6,50,0.0,0.0,0.0,0.0,1,1004.5,956.8,42,6,40,0,18.9,230,40.0,10.0,0.405
2024-01-03 15:00:00,12.4,51,0.0,0.0,0.0,0.0,3,1003.7,956.0,100,9,100,0,22.9,244,48.6,9.8,0.403
2024-01-03 16:00:00,11.6,56,0.1,0.1,0.0,0.0,51,1003.9,956.0,83,2,82,0,21.2,252,48.6,9.4,0.403
2024-01-03 17:00:00,11.7,51,0.0,0.0,0.0,0.0,1,1003.5,955.7,37,17,24,0,26.1,244,54.4,9.1,0.402
2024-01-03 18:00:00,11.7,45,0.0,0.0,0.0,0.0,3,1002.5,954.7,98,75,92,0,26.8,229,55.8,8.8,0.4
2024-01-03 19:00:00,10.7,53,2.2,2.2,0.0,0.0,61,1002.8,954.9,89,20,87,16,26.4,238,61.2,8.2,0.423
2024-01-03 20:00:00,9.0,68,0.1,0.1,0.0,0.0,51,1005.1,956.8,73,43,41,40,32.0,247,75.2,7.7,0.419
2024-01-03 21:00:00,8.2,77,0.1,0.1,0.0,0.0,51,1006.2,957.7,95,37,92,56,28.4,231,65.2,7.4,0.417
2024-01-03 22:00:00,8.1,79,0.0,0.0,0.0,0.0,3,1006.8,958.2,90,85,11,28,28.8,241,60.1,7.3,0.414
2024-01-03 23:00:00,8.0,79,0.1,0.1,0.0,0.0,51,1007.4,958.8,99,95,43,60,26.7,238,67.7,7.2,0.413
2024-01-04 00:00:00,7.7,81,1.0,1.0,0.0,0.0,55,1007.7,959.0,98,78,33,91,27.1,240,62.3,7.0,0.419
2024-01-04 01:00:00,7.2,84,0.8,0.8,0.0,0.0,53,1007.9,959.1,100,100,64,20,26.2,238,61.6,6.7,0.425
2024-01-04 02:00:00,7.1,81,0.1,0.1,0.0,0.0,51,1008.3,959.5,100,100,49,11,25.1,238,54.7,7.9,0.396
2024-01-04 03:00:00,7.0,80,0.1,0.1,0.0,0.0,51,1009.1,960.2,46,8,41,0,26.7,241,59.0,7.4,0.397
2024-01-04 04:00:00,7.0,80,0.1,0.1,0.0,0.0,51,1009.5,960.6,80,49,60,0,26.3,241,54.7,7.1,0.397
2024-01-04 05:00:00,6.8,83,0.8,0.8,0.0,0.0,53,1010.2,961.2,100,100,53,0,24.5,244,54.0,6.7,0.403
2024-01-04 06:00:00,6.8,82,0.3,0.3,0.0,0.0,51,1010.9,961.9,100,100,44,0,22.7,245,52.9,6.4,0.405
2024-01-04 07:00:00,6.9,81,0.0,0.0,0.0,0.0,2,1011.5,962.5,52,23,44,0,23.3,238,50.0,6.3,0.404
2024-01-04 08:00:00,6.5,81,0.2,0.2,0.0,0.0,51,1012.4,963.3,85,80,33,0,21.4,241,47.9,6.1,0.405
2024-01-04 09:00:00,6.2,82,0.1,0.1,0.0,0.0,51,1012.9,963.7,56,38,21,10,21.2,238,45.0,5.9,0.404
2024-01-04 10:00:00,7.2,77,0.0,0.0,0.0,0.0,3,1013.0,964.0,99,5,7,99,22.5,238,47.5,6.1,0.403
2024-01-04 11:00:00,8.0,72,0.0,0.0,0.0,0.0,3,1013.2,964.3,87,4,35,80,22.8,239,48.6,6.5,0.402
2024-01-04 12:00:00,8.6,68,0.0,0.0,0.0,0.0,1,1013.2,964.4,25,3,9,15,23.7,244,49.0,7.1,0.401
2024-01-04 13:00:00,9.1,63,0.0,0.0,0.0,0.0,0,1012.6,963.9,16,3,2,12,24.0,244,52.6,7.7,0.399
2024-01-04 14:00:00,9.2,67,0.0,0.0,0.0,0.0,3,1012.0,963.4,99,1,1,99,18.7,251,41.4,8.9,0.393
2024-01-04 15:00:00,9.0,67,0.0,0.0,0.0,0.0,1,1011.8,963.1,48,2,6,44,16.3,252,39.6,8.8,0.393
2024-01-04 16:00:00,8.3,67,0.0,0.0,0.0,0.0,3,1011.5,962.7,100,0,50,100,11.7,261,34.6,8.4,0.392
2024-01-04 17:00:00,5.5,79,0.0,0.0,0.0,0.0,3,1011.2,962.0,99,0,16,98,6.4,227,25.2,7.4,0.392
2024-01-04 18:00:00,4.4,83,0.0,0.0,0.0,0.0,3,1011.0,961.6,100,0,9,100,5.8,176,14.4,6.3,0.391
2024-01-04 19:00:00,3.5,88,0.0,0.0,0.0,0.0,3,1011.0,961.4,100,0,2,100,5.6,165,12.6,5.5,0.391
2024-01-04 20:00:00,2.6,94,0.0,0.0,0.0,0.0,3,1010.6,960.9,100,0,1,100,6.3,149,11.5,4.9,0.39
2024-01-04 21:00:00,2.1,96,0.0,0.0,0.0,0.0,3,1010.1,960.3,100,0,12,100,7.1,135,11.2,4.5,0.39
2024-01-04 22:00:00,1.6,98,0.0,0.0,0.0,0.0,3,1009.6,959.8,100,2,3,100,6.1,135,11.5,4.0,0.39
2024-01-04 23:00:00,1.6,97,0.0,0.0,0.0,0.0,3,1009.1,959.3,100,5,41,100,6.1,135,10.8,3.8,0.389
2024-01-05 00:00:00,2.7,93,0.0,0.0,0.0,0.0,3,1008.6,959.0,100,8,18,100,5.3,118,10.8,3.5,0.389
2024-01-05 01:00:00,2.6,94,0.0,0.0,0.0,0.0,3,1008.3,958.7,100,8,33,100,1.6,333,7.9,3.3,0.389
2024-01-05 02:00:00,2.0,96,0.0,0.0,0.0,0.0,3,1008.9,959.2,100,3,95,100,4.0,207,6.5,4.1,0.385
2024-01-05 03:00:00,2.3,96,0.0,0.0,0.0,0.0,3,1008.6,959.0,100,1,99,100,4.5,194,10.4,3.9,0.385
2024-01-05 04:00:00,2.4,97,0.0,0.0,0.0,0.0,3,1008.0,958.4,100,0,100,100,3.3,174,10.4,3.8,0.385
2024-01-05 05:00:00,2.9,95,0.0,0.0,0.0,0.0,3,1007.0,957.5,100,0,100,100,4.1,165,10.1,3.9,0.384
2024-01-05 06:00:00,3.0,94,0.0,0.0,0.0,0.0,3,1006.5,957.1,100,10,100,100,3.7,191,11.2,3.9,0.384
2024-01-05 07:00:00,2.8,97,0.0,0.0,0.0,0.0,3,1006.4,956.9,100,0,100,100,2.6,124,10.8,3.9,0.384
2024-01-05 08:00:00,3.1,95,0.0,0.0,0.0,0.0,3,1006.4,957.0,100,0,100,100,4.2,149,9.7,3.8,0.384
2024-01-05 09:00:00,3.4,93,0.0,0.0,0.0,0.0,3,1006.5,957.1,100,0,100,100,3.2,153,10.4,3.9,0.384
2024-01-05 10:00:00,4.8,86,0.0,0.0,0.0,0.0,3,1006.6,957.5,100,0,100,100,2.0,135,8.6,4.3,0.384
2024-01-05 11:00:00,5.7,83,0.0,0.0,0.0,0.0,3,1006.5,957.5,100,0,100,100,0.0,180,7.2,5.0,0.384
2024-01-05 12:00:00,6.5,80,0.1,0.1,0.0,0.0,51,1006.0,957.2,100,0,100,100,0.0,180,6.5,5.6,0.384
2024-01-05 13:00:00,6.5,82,0.1,0.1,0.0,0.0,51,1005.7,956.9,100,2,100,100,3.7,169,8.6,5.8,0.384
2024-01-05 14:00:00,6.9,84,0.4,0.4,0.0,0.0,51,1005.5,956.8,100,3,100,100,2.4,207,8.3,5.7,0.391
2024-01-05 15:00:00,6.9,88,0.3,0.3,0.0,0.0,51,1005.7,957.0,100,4,100,100,2.4,243,6.1,6.0,0.393
2024-01-05 16:00:00,6.2,93,0.3,0.3,0.0,0.0,51,1005.8,957.0,100,0,100,100,3.0,284,7.2,5.9,0.396
2024-01-05 17:00:00,6.4,88,0.2,0.2,0.0,0.0,51,1005.6,956.8,100,41,99,100,2.9,277,6.1,5.3,0.398
2024-01-05 18:00:00,4.8,96,0.1,0.1,0.0,0.0,51,1005.5,956.4,100,39,100,100,5.1,309,7.6,4.9,0.398
2024-01-05 19:00:00,4.6,96,0.1,0.1,0.0,0.0,51,1005.7,956.6,100,21,100,100,5.1,309,7.9,4.6,0.398
2024-01-05 20:00:00,5.2,92,0.1,0.1,0.0,0.0,51,1005.7,956.7,100,20,100,100,4.3,312,7.2,4.3,0.399
2024-01-05 21:00:00,5.3,91,0.1,0.1,0.0,0.0,51,1006.2,957.2,100,100,100,100,2.7,247,6.1,4.1,0.399
2024-01-05 22:00:00,5.2,92,0.4,0.4,0.0,0.0,51,1005.7,956.7,100,100,100,100,1.5,76,4.7,4.1,0.403
2024-01-05 23:00:00,4.8,95,0.5,0.5,0.0,0.0,53,1005.9,956.8,100,100,100,100,2.2,189,3.6,4.0,0.408
2024-01-06 00:00:00,4.3,98,0.9,0.9,0.0,0.0,53,1006.2,957.0,100,100,100,100,3.3,167,6.1,4.1,0.418
2024-01-06 01:00:00,4.3,96,0.9,0.9,0.0,0.0,53,1006.2,957.0,100,100,100,100,2.5,188,6.1,4.2,0.424
2024-01-06 02:00:00,3.4,96,1.4,1.4,0.0,0.0,61,1007.5,958.1,100,100,100,100,4.6,225,13.3,5.0,0.432
2024-01-06 03:00:00,3.2,96,1.1,1.1,0.0,0.0,55,1007.9,958.4,100,100,100,94,3.4,212,9.7,4.6,0.433
2024-01-06 04:00:00,2.5,99,1.2,1.2,0.0,0.0,55,1008.4,958.8,100,100,100,95,5.1,188,11.5,4.3,0.434
2024-01-06 05:00:00,2.1,99,1.2,1.1,0.07,0.0,71,1008.4,958.7,100,100,100,99,6.0,163,12.6,4.0,0.434
2024-01-06 06:00:00,2.0,99,0.9,0.9,0.0,0.0,53,1008.7,959.0,100,100,100,96,5.8,184,13.7,3.7,0.433
2024-01-06 07:00:00,2.0,99,1.0,0.8,0.14,0.0,71,1009.1,959.4,100,100,100,99,4.7,180,12.2,3.5,0.433
2024-01-06 08:00:00,2.2,97,0.6,0.6,0.0,0.0,53,1009.4,959.7,100,100,100,96,2.9,187,10.1,3.5,0.431
2024-01-06 09:00:00,2.5,97,0.4,0.4,0.0,0.0,51,1010.2,960.5,100,100,100,64,2.4,207,7.6,3.5,0.43
2024-01-06 10:00:00,2.5,97,0.5,0.5,0.0,0.0,53,1010.5,960.8,100,100,100,96,2.3,231,7.6,3.6,0.43
2024-01-06 11:00:00,2.7,97,0.4,0.4,0.0,0.0,51,1010.5,960.8,100,100,100,100,1.6,243,7.6,3.8,0.43
2024-01-06 12:00:00,3.5,95,0.2,0.2,0.0,0.0,51,1010.2,960.7,100,100,100,96,2.2,261,8.6,4.4,0.427
2024-01-06 13:00:00,3.8,93,0.3,0.3,0.0,0.0,51,1009.8,960.3,100,100,100,100,0.7,360,8.6,4.6,0.426
2024-01-06 14:00:00,4.9,80,0.2,0.2,0.0,0.0,51,1009.9,960.6,100,81,99,100,6.0,335,13.7,5.5,0.416
2024-01-06 15:00:00,4.5,84,0.2,0.2,0.0,0.0,51,1009.9,960.6,100,70,66,100,7.7,349,16.2,5.1,0.415
2024-01-06 16:00:00,4.2,89,0.2,0.2,0.0,0.0,51,1010.3,960.9,100,93,100,100,4.5,14,15.5,4.8,0.416
2024-01-06 17:00:00,4.3,81,0.1,0.1,0.0,0.0,51,1010.7,961.3,100,73,100,100,1.6,63,9.4,4.5,0.416
2024-01-06 18:00:00,3.9,85,0.3,0.3,0.0,0.0,51,1010.8,961.3,100,100,100,100,1.1,162,4.0,4.2,0.418
2024-01-06 19:00:00,3.4,91,0.7,0.7,0.0,0.0,53,1011.3,961.7,100,100,100,100,0.8,117,3.2,4.0,0.424
2024-01-06 20:00:00,2.4,93,0.7,0.6,0.07,0.0,71,1011.7,961.9,100,81,100,100,2.5,270,5.8,3.8,0.427
2024-01-06 21:00:00,1.6,99,0.6,0.4,0.14,0.0,71,1011.7,961.8,100,100,100,100,1.5,256,6.5,3.5,0.428
2024-01-06 22:00:00,1.5,100,0.6,0.3,0.21,0.0,73,1011.6,961.7,100,100,100,100,1.8,259,6.8,3.3,0.426
2024-01-06 23:00:00,1.6,100,0.6,0.3,0.21,0.0,73,1011.6,961.7,100,100,100,100,2.9,300,7.9,3.2,0.426
2024-01-07 00:00:00,1.6,100,0.4,0.4,0.0,0.0,51,1011.6,961.7,100,100,100,92,4.6,315,11.2,3.1,0.426
2024-01-07 01:00:00,1.5,100,0.4,0.4,0.0,0.0,51,1011.4,961.5,100,100,100,86,5.4,323,12.6,3.0,0.427
2024-01-07 02:00:00,1.5,99,0.3,0.2,0.07,0.01,71,1011.9,961.9,100,100,100,76,6.4,344,14.0,2.9,0.426
2024-01-07 03:00:00,1.7,99,0.2,0.2,0.0,0.01,51,1012.1,962.2,100,100,100,98,8.4,353,17.6,2.8,0.425
2024-01-07 04:00:00,1.7,100,0.3,0.3,0.0,0.01,51,1012.1,962.2,100,100,100,99,8.0,5,17.6,2.8,0.426
2024-01-07 05:00:00,1.6,100,0.4,0.4,0.0,0.01,51,1012.1,962.2,100,100,100,100,7.6,8,16.9,2.8,0.427
2024-01-07 06:00:00,1.7,99,0.3,0.3,0.0,0.01,51,1012.4,962.5,100,100,100,100,6.7,16,16.6,2.7,0.426
2024-01-07 07:00:00,1.7,99,0.3,0.3,0.0,0.01,51,1012.8,962.8,100,100,100,100,6.2,7,15.1,2.7,0.427
2024-01-07 08:00:00,1.5,100,0.4,0.4,0.0,0.01,51,1013.1,963.1,100,100,100,100,7.0,348,14.8,2.7,0.427
2024-01-07 09:00:00,1.4,100,0.3,0.2,0.07,0.01,71,1013.4,963.4,100,100,100,100,7.4,346,15.5,2.6,0.426
2024-01-07 10:00:00,1.6,100,0.4,0.3,0.07,0.01,71,1013.6,963.6,100,100,100,100,8.6,360,18.4,2.7,0.426
2024-01-07 11:00:00,2.4,96,0.2,0.2,0.0,0.01,51,1013.7,963.8,100,93,100,100,11.0,19,22.7,2.8,0.425
2024-01-07 12:00:00,3.1,94,0.1,0.1,0.0,0.01,51,1013.7,963.9,100,96,100,80,11.3,22,26.3,3.2,0.423
2024-01-07 13:00:00,3.2,92,0.2,0.2,0.0,0.01,51,1013.5,963.8,100,100,100,100,11.8,27,25.9,3.5,0.422
2024-01-07 14:00:00,2.5,93,0.2,0.2,0.0,0.01,51,1014.0,964.1,100,100,100,100,12.5,39,31.7,3.4,0.423
2024-01-07 15:00:00,2.3,94,0.3,0.3,0.0,0.01,51,1014.4,964.5,100,100,100,100,11.5,44,27.0,3.3,0.423
2024-01-07 16:00:00,2.1,94,0.3,0.3,0.0,0.01,51,1014.9,964.9,100,99,100,100,10.7,48,24.5,3.1,0.423
2024-01-07 17:00:00,1.8,94,0.3,0.3,0.0,0.01,51,1015.5,965.4,100,95,100,100,12.3,40,26.3,2.8,0.423
2024-01-07 18:00:00,1.6,95,0.3,0.2,0.07,0.02,71,1016.3,966.2,100,100,100,100,12.6,27,26.6,2.6,0.423
2024-01-07 19:00:00,1.3,91,0.3,0.0,0.21,0.02,73,1016.9,966.7,100,98,100,100,15.3,30,31.3,2.4,0.421
2024-01-07 20:00:00,0.8,89,0.2,0.0,0.14,0.02,71,1017.4,967.0,100,91,100,100,15.6,34,33.1,2.1,0.418
2024-01-07 21:00:00,0.3,88,0.2,0.0,0.14,0.02,71,1017.6,967.2,100,99,100,100,15.6,34,33.1,1.8,0.416
2024-01-07 22:00:00,0.1,87,0.1,0.0,0.07,0.02,71,1018.0,967.5,100,100,90,100,15.2,36,33.1,1.5,0.414
2024-01-07 23:00:00,-0.2,86,0.1,0.0,0.07,0.03,71,1018.2,967.6,100,100,97,100,14.5,35,32.0,1.4,0.413
2024-01-08 00:00:00,-0.4,86,0.1,0.0,0.07,0.03,71,1018.5,967.9,100,100,99,100,16.2,37,34.6,1.3,0.411
2024-01-08 01:00:00,-0.7,85,0.0,0.0,0.0,0.03,3,1018.8,968.1,100,100,99,100,17.0,36,35.3,1.2,0.41
2024-01-08 02:00:00,-0.9,82,0.3,0.0,0.21,0.03,73,1019.2,968.5,100,74,99,86,18.4,39,39.6,1.2,0.41
2024-01-08 03:00:00,-1.4,80,0.0,0.0,0.0,0.03,3,1019.7,968.8,100,91,100,9,17.4,34,37.8,1.1,0.408
2024-01-08 04:00:00,-1.9,79,0.1,0.0,0.07,0.03,71,1019.8,968.8,100,96,100,2,17.6,35,36.4,1.1,0.407
2024-01-08 05:00:00,-2.1,79,0.1,0.0,0.07,0.03,71,1020.2,969.2,100,100,74,9,17.7,38,36.7,1.0,0.406
2024-01-08 06:00:00,-2.2,77,0.1,0.0,0.07,0.03,71,1020.5,969.5,100,100,81,26,17.6,41,36.4,0.9,0.405
2024-01-08 07:00:00,-2.5,77,0.0,0.0,0.0,0.03,3,1020.8,969.7,100,100,71,79,18.6,43,37.8,0.9,0.404
2024-01-08 08:00:00,-2.8,75,0.0,0.0,0.0,0.03,3,1021.0,969.8,100,100,34,100,19.1,44,38.9,0.8,0.403
2024-01-08 09:00:00,-2.7,74,0.0,0.0,0.0,0.03,3,1021.2,970.0,100,100,41,99,19.9,49,40.3,0.8,0.402
2024-01-08 10:00:00,-2.4,74,0.0,0.0,0.0,0.03,3,1021.3,970.2,100,100,4,95,20.2,50,41.4,0.8,0.401
2024-01-08 11:00:00,-2.0,72,0.0,0.0,0.0,0.03,3,1021.3,970.2,100,100,7,85,20.8,53,42.8,0.8,0.401
2024-01-08 12:00:00,-1.7,71,0.0,0.0,0.0,0.03,3,1021.0,970.0,100,100,17,92,21.0,55,42.8,0.8,0.4
2024-01-08 13:00:00,-1.5,70,0.0,0.0,0.0,0.03,3,1020.9,970.0,100,100,16,93,20.7,55,43.2,0.8,0.399
2024-01-08 14:00:00,-1.9,74,0.0,0.0,0.0,0.03,3,1021.9,970.8,100,100,24,98,19.3,53,41.4,0.7,0.398
2024-01-08 15:00:00,-1.8,73,0.0,0.0,0.0,0.03,3,1022.1,971.1,100,100,9,99,19.0,57,39.2,0.7,0.398
2024-01-08 16:00:00,-1.7,73,0.0,0.0,0.0,0.03,3,1022.6,971.5,100,100,17,99,19.1,58,38.9,0.7,0.397
2024-01-08 17:00:00,-1.7,74,0.0,0.0,0.0,0.03,3,1022.9,971.8,100,100,1,53,18.9,59,38.5,0.7,0.396
2024-01-08 18:00:00,-1.6,74,0.0,0.0,0.0,0.03,3,1023.3,972.2,100,100,0,31,19.1,58,37.8,0.7,0.396
2024-01-08 19:00:00,-1.6,74,0.0,0.0,0.0,0.03,3,1023.6,972.5,100,100,0,11,19.1,58,38.5,0.6,0.395
2024-01-08 20:00:00,-1.5,74,0.0,0.0,0.0,0.03,3,1023.8,972.7,99,99,0,0,18.5,57,38.5,0.6,0.395
2024-01-08 21:00:00,-1.4,73,0.0,0.0,0.0,0.03,3,1023.5,972.4,100,100,0,2,17.6,59,37.4,0.6,0.394
2024-01-08 22:00:00,-1.5,74,0.0,0.0,0.0,0.03,3,1023.7,972.6,93,93,0,0,16.7,57,36.0,0.6,0.394
